Reporting Area,MMWR Year,MMWR Week,"Hemolytic uremic snydrome post-diarrheal, Current week","Hemolytic uremic snydrome post-diarrheal, Current week, flag","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†","Hemolytic uremic snydrome post-diarrheal, Previous 52 weeks Max†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2021†","Hemolytic uremic snydrome post-diarrheal, Cum 2021†, flag","Hemolytic uremic snydrome post-diarrheal, Cum 2020†","Hemolytic uremic snydrome post-diarrheal, Cum 2020†, flag","Hepatitis A, acute, Current week","Hepatitis A, acute, Current week, flag","Hepatitis A, acute, Previous 52 weeks Max†","Hepatitis A, acute, Previous 52 weeks Max†, flag","Hepatitis A, acute, Cum 2021†","Hepatitis A, acute, Cum 2021†, flag","Hepatitis A, acute, Cum 2020†","Hepatitis A, acute, Cum 2020†, flag","Hepatitis B, acute, Current week","Hepatitis B, acute, Current week, flag","Hepatitis B, acute, Previous 52 weeks Max†","Hepatitis B, acute, Previous 52 weeks Max†, flag","Hepatitis B, acute, Cum 2021†","Hepatitis B, acute, Cum 2021†, flag","Hepatitis B, acute, Cum 2020†","Hepatitis B, acute, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
WEST NORTH CENTRAL,2021,25,1,,3,,13,,11,,,-,19,,15,,320,,,-,3,,7,,24,,,WEST NORTH CENTRAL,20212520,
MASSACHUSETTS,2021,25,,-,1,,1,,1,,,-,2,,2,,25,,,-,1,,5,,13,,MASSACHUSETTS,,20212505,POINT (-71.481104 42.151077)
MOUNTAIN,2021,25,,-,3,,8,,6,,,-,3,,30,,125,,,-,4,,19,,26,,,MOUNTAIN,20212548,
INDIANA,2021,25,,-,1,,,-,2,,,-,5,,2,,130,,,-,7,,21,,55,,INDIANA,,20212516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,25,,-,0,,,-,,-,,-,1,,1,,4,,,-,1,,1,,1,,,NON-US RESIDENTS,20212569,
US TERRITORIES,2021,25,,-,0,,,-,,-,,-,0,,,-,11,,,-,4,,,-,2,,,US TERRITORIES,20212563,
MISSISSIPPI,2021,42,,-,0,,,-,,-,1,,12,,254,,276,,,-,2,,13,,33,,MISSISSIPPI,,20214241,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,42,,-,2,,5,,2,,,-,0,,,-,1,,,-,1,,1,,1,,SOUTH DAKOTA,,20214227,POINT (-100.230491 44.43614)
WYOMING,2021,42,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20214256,POINT (-107.55145 42.999627)
MISSOURI,2021,42,,-,1,,3,,14,,,-,8,,94,,328,,,-,1,,5,,14,,MISSOURI,,20214224,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,42,,-,2,,9,,11,,5,,21,,374,,432,,3,,8,,87,,116,,,MIDDLE ATLANTIC,20214209,
CALIFORNIA,2021,42,,-,10,,110,,71,,,-,4,,54,,190,,1,,3,,42,,43,,CALIFORNIA,,20214259,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,42,,-,0,,,-,,-,,-,5,,38,,87,,,-,3,,29,,47,,WEST VIRGINIA,,20214237,POINT (-80.613729 38.642579)
FLORIDA,2021,42,,-,1,,3,,2,,,-,23,,174,,870,,,-,50,,335,,334,,FLORIDA,,20214231,POINT (-82.420978 28.260731)
MONTANA,2021,42,,-,0,,,-,1,,,-,1,,1,,8,,,-,1,,2,,4,,MONTANA,,20214252,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,42,,-,4,,30,,25,,,-,31,,339,,564,,,-,3,,24,,45,,,WEST NORTH CENTRAL,20214220,
MASSACHUSETTS,2021,42,,-,1,,1,,1,,,-,3,,13,,30,,,-,1,,11,,16,,MASSACHUSETTS,,20214205,POINT (-71.481104 42.151077)
MOUNTAIN,2021,42,,-,3,,19,,20,,1,,4,,44,,182,,,-,4,,37,,48,,,MOUNTAIN,20214248,
INDIANA,2021,42,,-,1,,,-,3,,,-,5,,3,,168,,,-,7,,55,,84,,INDIANA,,20214216,POINT (-86.2818 39.919991)
TOTAL,2021,34,4,,13,,187,,145,,14,,228,,3530,,6307,,4,,95,,1032,,1283,,,TOTAL,20213470,
PACIFIC,2021,34,2,,10,,94,,61,,,-,9,,68,,449,,1,,5,,70,,70,,,PACIFIC,20213457,
NEVADA,2021,34,,-,1,,1,,1,,,-,2,,1,,14,,,-,3,,7,,7,,NEVADA,,20213453,POINT (-114.916992 39.283294)
ALASKA,2021,34,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20213458,POINT (-151.631889 63.631126)
WASHINGTON,2021,34,,N,,NC,,N,,N,,-,5,,12,,246,,,-,3,,17,,23,,WASHINGTON,,20213462,POINT (-120.592492 47.411715)
OREGON,2021,34,1,,1,,2,,3,,,-,2,,9,,22,,,-,2,,17,,11,,OREGON,,20213461,POINT (-120.605279 43.940449)
GUAM,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20213466,POINT (144.653198 13.3532)
NEW MEXICO,2021,34,,-,0,,,-,,-,,-,1,,4,,5,,,-,0,,,-,,-,NEW MEXICO,,20213454,POINT (-106.108388 34.421369)
NORTHERN MARIANA ISLANDS,2021,34,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213465,POINT (145.725693 15.1834)
HAWAII,2021,34,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,1,,1,,HAWAII,,20213460,POINT (-157.854309 21.361013)
UTAH,2021,34,1,,1,,5,,4,,,-,1,,5,,10,,1,,2,,10,,7,,UTAH,,20213455,POINT (-111.678222 39.323779)
PUERTO RICO,2021,34,,N,,NC,,N,,N,,-,1,,1,,12,,,-,0,,,-,,-,PUERTO RICO,,20213467,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2021,34,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213464,
U.S. VIRGIN ISLANDS,2021,34,,-,0,,,-,,-,,-,0,,,-,1,,,-,0,,,-,6,,VIRGIN ISLANDS,,20213468,POINT (-64.840836 18.060868)
WYOMING,2021,34,,-,0,,,-,,-,,-,2,,1,,1,,,-,1,,1,,1,,WYOMING,,20213456,POINT (-107.55145 42.999627)
CALIFORNIA,2021,34,1,,10,,92,,58,,,-,5,,43,,176,,1,,4,,33,,31,,CALIFORNIA,,20213459,POINT (-119.662127 37.211164)
NON-US RESIDENTS,2021,34,,-,0,,,-,,-,,-,1,,1,,5,,,-,1,,1,,1,,,NON-US RESIDENTS,20213469,
US TERRITORIES,2021,34,,-,0,,,-,,-,,-,1,,1,,13,,,-,1,,1,,6,,,US TERRITORIES,20213463,
PACIFIC,2021,26,3,,6,,52,,41,,1,,12,,54,,410,,,-,6,,48,,68,,,PACIFIC,20212657,
WASHINGTON,2021,36,,N,,NC,,N,,N,,-,5,,15,,250,,,-,3,,18,,24,,WASHINGTON,,20213662,POINT (-120.592492 47.411715)
OREGON,2021,36,,-,1,,2,,3,,,-,2,,9,,24,,,-,3,,18,,14,,OREGON,,20213661,POINT (-120.605279 43.940449)
GUAM,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,1,,,-,GUAM,,20213666,POINT (144.653198 13.3532)
NORTHERN MARIANA ISLANDS,2021,36,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20213665,POINT (145.725693 15.1834)
HAWAII,2021,36,,-,0,,,-,,-,,-,1,,3,,5,,,-,1,,1,,1,,HAWAII,,20213660,POINT (-157.854309 21.361013)
PUERTO RICO,2021,36,,N,,NC,,N,,N,,-,1,,1,,12,,,-,0,,,-,,-,PUERTO RICO,,20213667,POINT (-66.414655 18.215692)
AMERICAN SAMOA,2021,36,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20213664,
CALIFORNIA,2021,36,,-,10,,94,,59,,,-,3,,44,,182,,,-,4,,34,,33,,CALIFORNIA,,20213659,POINT (-119.662127 37.211164)
US TERRITORIES,2021,36,,-,0,,,-,,-,,-,1,,1,,13,,,-,1,,1,,6,,,US TERRITORIES,20213663,
NON-US RESIDENTS,2021,42,,-,0,,,-,,-,,-,1,,1,,6,,,-,1,,1,,1,,,NON-US RESIDENTS,20214269,
US TERRITORIES,2021,42,,-,0,,,-,,-,,-,1,,7,,13,,,-,2,,4,,7,,,US TERRITORIES,20214263,
US RESIDENTS,2021,45,,-,16,,249,,202,,12,,453,,4360,,8344,,5,,92,,1469,,1820,,,US RESIDENTS,20214501,
NEW HAMPSHIRE,2021,45,,-,0,,,-,,-,,-,2,,4,,26,,,-,0,,,-,,-,NEW HAMPSHIRE,,20214506,POINT (-71.57139 43.680429)
NEW YORK,2021,45,,-,1,,7,,5,,,-,17,,100,,174,,,-,4,,8,,18,,NEW YORK,,20214511,POINT (-75.59655 42.921241)
PACIFIC,2021,45,,-,10,,121,,81,,,-,284,,90,,224,,1,,6,,85,,66,,,PACIFIC,20214557,
WEST SOUTH CENTRAL,2021,45,,-,7,,12,,8,,2,,49,,916,,1135,,,-,14,,102,,131,,,WEST SOUTH CENTRAL,20214543,
NEBRASKA,2021,45,,-,2,,3,,2,,,-,1,,5,,4,,,-,0,,,-,1,,NEBRASKA,,20214525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,45,,-,3,,22,,24,,3,,28,,690,,1444,,2,,12,,212,,322,,,EAST SOUTH CENTRAL,20214538,
NORTH DAKOTA,2021,45,,-,2,,4,,3,,,-,1,,1,,1,,,-,1,,2,,4,,NORTH DAKOTA,,20214526,POINT (-100.46931 47.446305)
NEVADA,2021,45,,-,1,,1,,1,,,-,2,,1,,17,,,-,3,,10,,12,,NEVADA,,20214553,POINT (-114.916992 39.283294)
ILLINOIS,2021,45,,-,2,,3,,3,,,-,5,,62,,85,,,-,2,,12,,27,,ILLINOIS,,20214515,POINT (-89.148632 40.124144)
IOWA,2021,45,,-,2,,9,,3,,,-,1,,5,,6,,,-,2,,11,,17,,IOWA,,20214521,POINT (-93.500061 42.074659)
TEXAS,2021,45,,-,2,,5,,1,,1,,25,,335,,148,,,-,11,,38,,31,,TEXAS,,20214547,POINT (-99.317341 31.447238)
ALASKA,2021,45,,-,1,,1,,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20214558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,45,,-,0,,,-,,-,,-,1,,,-,5,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20214530,POINT (-77.016275 38.904785)
US RESIDENTS,2021,34,4,,13,,187,,145,,14,,228,,3528,,6289,,4,,95,,1030,,1276,,,US RESIDENTS,20213401,
NEW HAMPSHIRE,2021,34,,-,0,,,-,,-,,-,2,,4,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20213406,POINT (-71.57139 43.680429)
NEW YORK,2021,34,,-,1,,6,,4,,,-,15,,88,,145,,,-,4,,8,,15,,NEW YORK,,20213411,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,34,,-,2,,8,,6,,1,,50,,724,,733,,,-,14,,46,,89,,,WEST SOUTH CENTRAL,20213443,
NEBRASKA,2021,34,,-,2,,3,,1,,,-,1,,3,,2,,,-,0,,,-,,-,NEBRASKA,,20213425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,34,,-,3,,15,,18,,1,,42,,586,,1059,,1,,11,,166,,247,,,EAST SOUTH CENTRAL,20213438,
NORTH DAKOTA,2021,34,,-,1,,2,,2,,,-,1,,1,,1,,,-,0,,,-,,-,NORTH DAKOTA,,20213426,POINT (-100.46931 47.446305)
TOTAL,2021,26,3,,10,,106,,91,,12,,223,,2541,,4905,,10,,88,,735,,1008,,,TOTAL,20212670,
US RESIDENTS,2021,26,3,,10,,106,,91,,12,,223,,2540,,4889,,10,,88,,734,,1005,,,US RESIDENTS,20212601,
NEW HAMPSHIRE,2021,26,,-,0,,,-,,-,,-,1,,3,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212606,POINT (-71.57139 43.680429)
NEW YORK,2021,26,,-,2,,6,,1,,,-,15,,82,,110,,,-,4,,5,,13,,NEW YORK,,20212611,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,26,,-,2,,7,,4,,,-,50,,614,,482,,,-,5,,20,,74,,,WEST SOUTH CENTRAL,20212643,
NEBRASKA,2021,26,,-,2,,2,,1,,,-,1,,3,,2,,,-,0,,,-,,-,NEBRASKA,,20212625,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,26,,-,3,,7,,11,,1,,42,,440,,842,,4,,12,,134,,189,,,EAST SOUTH CENTRAL,20212638,
NORTH DAKOTA,2021,26,,-,1,,1,,,-,,-,1,,1,,1,,,-,1,,,-,1,,NORTH DAKOTA,,20212626,POINT (-100.46931 47.446305)
NEVADA,2021,26,,-,1,,,-,,-,,-,2,,1,,14,,,-,3,,6,,3,,NEVADA,,20212653,POINT (-114.916992 39.283294)
ILLINOIS,2021,26,,-,2,,2,,1,,,-,5,,37,,50,,,-,2,,6,,21,,ILLINOIS,,20212615,POINT (-89.148632 40.124144)
IOWA,2021,26,,-,1,,3,,,-,,-,1,,3,,5,,1,,2,,7,,8,,IOWA,,20212621,POINT (-93.500061 42.074659)
TEXAS,2021,26,,-,2,,3,,,-,,-,25,,143,,72,,,-,3,,3,,18,,TEXAS,,20212647,POINT (-99.317341 31.447238)
ALASKA,2021,26,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,2,,3,,ALASKA,,20212658,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,26,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20212630,POINT (-77.016275 38.904785)
WASHINGTON,2021,26,,N,,NC,,N,,N,,-,6,,10,,224,,,-,3,,12,,17,,WASHINGTON,,20212662,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,26,,-,1,,1,,1,,,-,9,,45,,115,,,-,5,,32,,34,,,NEW ENGLAND,20212602,
RHODE ISLAND,2021,26,,-,0,,,-,,-,,-,1,,1,,2,,,U,,NC,,U,,U,RHODE ISLAND,,20212607,POINT (-71.534637 41.572574)
OREGON,2021,26,,-,1,,1,,1,,,-,2,,8,,17,,,-,4,,13,,10,,OREGON,,20212661,POINT (-120.605279 43.940449)
DELAWARE,2021,26,,-,0,,,-,,-,,-,2,,3,,26,,,-,1,,3,,4,,DELAWARE,,20212629,POINT (-75.452394 38.994926)
ALABAMA,2021,26,,-,0,,,-,,-,1,,29,,246,,439,,1,,4,,30,,26,,ALABAMA,,20212639,POINT (-86.844516 32.756889)
KANSAS,2021,26,,-,1,,5,,2,,,-,16,,,-,22,,,-,0,,,-,,-,KANSAS,,20212622,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,26,,-,1,,1,,,-,,-,33,,340,,140,,,-,6,,18,,56,,NORTH CAROLINA,,20212634,POINT (-79.130883 35.52603)
GUAM,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212666,POINT (144.653198 13.3532)
NEW JERSEY,2021,26,,-,1,,,-,,-,,-,7,,32,,92,,,-,2,,,-,22,,NEW JERSEY,,20212610,POINT (-74.655514 40.110253)
NEW MEXICO,2021,26,,-,0,,,-,,-,,-,1,,4,,5,,,-,0,,,-,,-,NEW MEXICO,,20212654,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,26,,-,2,,5,,5,,,-,16,,89,,356,,,-,13,,103,,178,,,EAST NORTH CENTRAL,20212614,
TENNESSEE,2021,26,,-,3,,5,,10,,,-,5,,17,,216,,2,,6,,43,,77,,TENNESSEE,,20212642,POINT (-86.343226 35.842998)
CONNECTICUT,2021,26,,-,0,,,-,,-,,-,2,,4,,10,,,-,0,,,-,,-,CONNECTICUT,,20212603,POINT (-72.738288 41.575155)
MARYLAND,2021,26,,-,1,,,-,2,,,-,23,,39,,87,,1,,3,,10,,20,,MARYLAND,,20212633,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,26,,-,1,,1,,,-,,-,50,,260,,507,,,-,4,,24,,31,,SOUTH CAROLINA,,20212635,POINT (-80.864614 33.878572)
OKLAHOMA,2021,26,,-,0,,,-,,-,,-,8,,8,,2,,,-,1,,,-,7,,OKLAHOMA,,20212646,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,26,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20212665,POINT (145.725693 15.1834)
ILLINOIS,2021,34,,-,2,,3,,2,,,-,5,,52,,64,,,-,2,,8,,21,,ILLINOIS,,20213415,POINT (-89.148632 40.124144)
IOWA,2021,34,,-,2,,9,,1,,,-,1,,5,,5,,,-,2,,10,,13,,IOWA,,20213421,POINT (-93.500061 42.074659)
TEXAS,2021,34,,-,2,,4,,,-,,-,25,,206,,107,,,-,11,,11,,20,,TEXAS,,20213447,POINT (-99.317341 31.447238)
DISTRICT OF COLUMBIA,2021,34,,-,0,,,-,,-,,-,1,,,-,3,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20213430,POINT (-77.016275 38.904785)
OHIO,2021,26,,-,1,,2,,,-,,-,13,,40,,157,,,-,6,,50,,69,,OHIO,,20212618,POINT (-82.70936 40.415534)
MINNESOTA,2021,26,,-,0,,,-,,-,,-,2,,2,,56,,,-,0,,,-,5,,MINNESOTA,,20212623,POINT (-94.198308 46.349153)
LOUISIANA,2021,26,,-,2,,1,,,-,,-,42,,145,,293,,,-,3,,,-,22,,LOUISIANA,,20212645,POINT (-91.840238 30.921314)
HAWAII,2021,26,,-,0,,,-,,-,,-,1,,3,,4,,,-,1,,1,,6,,HAWAII,,20212660,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,26,,-,2,,8,,7,,8,,102,,1064,,1918,,2,,62,,320,,342,,,SOUTH ATLANTIC,20212628,
PENNSYLVANIA,2021,26,,-,1,,,-,1,,,-,5,,27,,82,,1,,4,,21,,23,,PENNSYLVANIA,,20212613,POINT (-77.838886 40.896694)
UTAH,2021,26,,-,1,,1,,4,,,-,1,,4,,9,,,-,2,,7,,7,,UTAH,,20212655,POINT (-111.678222 39.323779)
COLORADO,2021,26,,-,0,,,-,,-,,-,2,,7,,51,,,-,1,,,-,2,,COLORADO,,20212650,POINT (-105.547832 38.998552)
VERMONT,2021,26,,-,0,,,-,,-,,-,2,,4,,2,,,-,1,,1,,,-,VERMONT,,20212608,POINT (-72.662695 44.075252)
KENTUCKY,2021,26,,-,1,,2,,1,,,-,4,,24,,33,,1,,7,,55,,62,,KENTUCKY,,20212640,POINT (-85.290484 37.526683)
PUERTO RICO,2021,26,,N,,NC,,N,,N,,-,0,,,-,10,,,-,0,,,-,,-,PUERTO RICO,,20212667,POINT (-66.414655 18.215692)
MAINE,2021,26,,-,0,,,-,,-,,-,7,,30,,51,,,-,5,,25,,21,,MAINE,,20212604,POINT (-69.06137 45.117911)
VIRGINIA,2021,26,,-,1,,3,,,-,1,,8,,57,,128,,,-,5,,13,,17,,VIRGINIA,,20212636,POINT (-78.666382 37.510861)
ARIZONA,2021,26,,-,3,,6,,4,,,-,3,,12,,30,,,-,1,,5,,10,,ARIZONA,,20212649,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,26,,N,,NC,,N,,N,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20212664,
WISCONSIN,2021,26,,-,1,,1,,,-,,-,2,,2,,4,,,-,2,,7,,6,,WISCONSIN,,20212619,POINT (-89.732969 44.639954)
IDAHO,2021,26,,-,0,,,-,,-,,-,2,,1,,9,,,-,0,,,-,,-,IDAHO,,20212651,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,26,,-,0,,,-,,-,,-,0,,,-,1,,,-,4,,,-,2,,VIRGIN ISLANDS,,20212668,POINT (-64.840836 18.060868)
MICHIGAN,2021,26,,-,1,,,-,2,,,-,3,,8,,10,,,-,3,,19,,25,,MICHIGAN,,20212617,POINT (-85.730977 44.874798)
GEORGIA,2021,26,,-,0,,,-,3,,7,,19,,221,,269,,,-,8,,48,,57,,GEORGIA,,20212632,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,26,,-,1,,,-,1,,2,,6,,48,,29,,2,,8,,23,,11,,,NEW YORK CITY,20212612,
ARKANSAS,2021,26,,-,1,,3,,4,,,-,32,,318,,115,,,-,4,,17,,27,,ARKANSAS,,20212644,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,26,,-,0,,,-,,-,,-,13,,153,,154,,,-,2,,6,,24,,MISSISSIPPI,,20212641,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,26,,-,2,,2,,,-,,-,0,,,-,1,,,-,1,,1,,,-,SOUTH DAKOTA,,20212627,POINT (-100.230491 44.43614)
WYOMING,2021,26,,-,0,,,-,,-,,-,2,,1,,1,,,-,0,,,-,1,,WYOMING,,20212656,POINT (-107.55145 42.999627)
MISSOURI,2021,26,,-,3,,,-,8,,,-,7,,6,,241,,,-,2,,,-,11,,MISSOURI,,20212624,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,26,,-,2,,6,,3,,2,,19,,189,,313,,3,,8,,49,,69,,,MIDDLE ATLANTIC,20212609,
CALIFORNIA,2021,26,3,,5,,51,,40,,1,,5,,32,,165,,,-,4,,20,,32,,CALIFORNIA,,20212659,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,26,,-,0,,,-,,-,,-,4,,,-,64,,,-,3,,14,,32,,WEST VIRGINIA,,20212637,POINT (-80.613729 38.642579)
FLORIDA,2021,26,,-,1,,3,,2,,,-,23,,144,,695,,1,,55,,190,,125,,FLORIDA,,20212631,POINT (-82.420978 28.260731)
MONTANA,2021,26,,-,1,,,-,,-,,-,1,,,-,6,,,-,1,,2,,3,,MONTANA,,20212652,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,26,,-,3,,13,,11,,,-,19,,15,,328,,1,,3,,8,,25,,,WEST NORTH CENTRAL,20212620,
MASSACHUSETTS,2021,26,,-,1,,1,,1,,,-,2,,3,,25,,,-,1,,6,,13,,MASSACHUSETTS,,20212605,POINT (-71.481104 42.151077)
MOUNTAIN,2021,26,,-,3,,7,,8,,,-,3,,30,,125,,,-,4,,20,,26,,,MOUNTAIN,20212648,
INDIANA,2021,26,,-,1,,,-,2,,,-,5,,2,,135,,,-,7,,21,,57,,INDIANA,,20212616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,26,,-,0,,,-,,-,,-,1,,1,,5,,,-,1,,1,,1,,,NON-US RESIDENTS,20212669,
US TERRITORIES,2021,26,,-,0,,,-,,-,,-,0,,,-,11,,,-,4,,,-,2,,,US TERRITORIES,20212663,
NEW ENGLAND,2021,34,,-,1,,2,,1,,2,,9,,58,,157,,1,,5,,33,,43,,,NEW ENGLAND,20213402,
RHODE ISLAND,2021,34,,-,0,,,-,,-,,-,1,,1,,2,,,U,,NC,,U,,U,RHODE ISLAND,,20213407,POINT (-71.534637 41.572574)
DELAWARE,2021,34,,-,0,,,-,,-,,-,2,,3,,28,,,-,2,,5,,4,,DELAWARE,,20213429,POINT (-75.452394 38.994926)
ALABAMA,2021,34,,-,1,,1,,2,,1,,29,,326,,587,,,-,4,,40,,36,,ALABAMA,,20213439,POINT (-86.844516 32.756889)
KANSAS,2021,34,,-,1,,5,,2,,,-,23,,224,,59,,,-,0,,,-,2,,KANSAS,,20213422,POINT (-98.38018 38.484729)
PACIFIC,2021,46,2,,10,,126,,83,,,-,284,,90,,225,,,-,6,,86,,66,,,PACIFIC,20214657,
TOTAL,2021,29,4,,11,,144,,111,,28,,228,,2947,,5407,,16,,88,,848,,1111,,,TOTAL,20212970,
US RESIDENTS,2021,29,4,,11,,144,,111,,28,,228,,2946,,5391,,16,,88,,847,,1108,,,US RESIDENTS,20212901,
NEW HAMPSHIRE,2021,29,,-,0,,,-,,-,,-,2,,4,,25,,,-,0,,,-,,-,NEW HAMPSHIRE,,20212906,POINT (-71.57139 43.680429)
NEW YORK,2021,29,,-,2,,6,,1,,,-,15,,82,,125,,,-,4,,5,,14,,NEW YORK,,20212911,POINT (-75.59655 42.921241)
PACIFIC,2021,29,3,,8,,76,,50,,,-,9,,59,,428,,2,,6,,53,,66,,,PACIFIC,20212957,
WEST SOUTH CENTRAL,2021,29,,-,2,,7,,4,,10,,50,,696,,590,,10,,13,,39,,80,,,WEST SOUTH CENTRAL,20212943,
NEBRASKA,2021,29,,-,2,,2,,1,,,-,1,,3,,2,,,-,0,,,-,,-,NEBRASKA,,20212925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,29,,-,3,,9,,15,,6,,42,,520,,913,,,-,11,,148,,211,,,EAST SOUTH CENTRAL,20212938,
NORTH DAKOTA,2021,29,,-,1,,1,,,-,,-,1,,1,,1,,,-,1,,,-,1,,NORTH DAKOTA,,20212926,POINT (-100.46931 47.446305)
NEVADA,2021,29,,-,0,,,-,1,,,-,2,,1,,14,,,-,3,,6,,7,,NEVADA,,20212953,POINT (-114.916992 39.283294)
ILLINOIS,2021,29,,-,2,,2,,1,,,-,5,,43,,58,,,-,2,,7,,21,,ILLINOIS,,20212915,POINT (-89.148632 40.124144)
IOWA,2021,29,,-,2,,5,,1,,,-,1,,3,,5,,,-,2,,8,,9,,IOWA,,20212921,POINT (-93.500061 42.074659)
TEXAS,2021,29,,-,2,,3,,,-,,-,25,,206,,86,,,-,10,,11,,18,,TEXAS,,20212947,POINT (-99.317341 31.447238)
ALASKA,2021,29,,-,0,,,-,,-,,-,1,,1,,,-,,-,1,,2,,4,,ALASKA,,20212958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,29,,-,0,,,-,,-,,-,1,,,-,2,,,U,,NC,,U,,U,DISTRICT OF COLUMBIA,,20212930,POINT (-77.016275 38.904785)
WASHINGTON,2021,29,,N,,NC,,N,,N,,-,5,,12,,230,,,-,3,,12,,19,,WASHINGTON,,20212962,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,29,,-,1,,1,,1,,1,,9,,52,,129,,1,,5,,30,,37,,,NEW ENGLAND,20212902,
RHODE ISLAND,2021,29,,-,0,,,-,,-,,-,1,,1,,2,,,U,,NC,,U,,U,RHODE ISLAND,,20212907,POINT (-71.534637 41.572574)
OREGON,2021,29,1,,1,,2,,2,,,-,2,,8,,20,,1,,2,,13,,11,,OREGON,,20212961,POINT (-120.605279 43.940449)
DELAWARE,2021,29,,-,0,,,-,,-,,-,2,,3,,27,,,-,2,,4,,4,,DELAWARE,,20212929,POINT (-75.452394 38.994926)
ALABAMA,2021,29,,-,1,,1,,1,,4,,29,,290,,492,,,-,4,,36,,29,,ALABAMA,,20212939,POINT (-86.844516 32.756889)
KANSAS,2021,29,,-,1,,5,,2,,,-,23,,,-,30,,,-,0,,,-,2,,KANSAS,,20212922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,29,,-,1,,1,,1,,1,,35,,378,,165,,,-,6,,27,,65,,NORTH CAROLINA,,20212934,POINT (-79.130883 35.52603)
GUAM,2021,29,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20212966,POINT (144.653198 13.3532)
NEW JERSEY,2021,29,,-,1,,,-,,-,,-,7,,32,,94,,,-,2,,,-,28,,NEW JERSEY,,20212910,POINT (-74.655514 40.110253)
NEW MEXICO,2021,29,,-,0,,,-,,-,,-,1,,4,,5,,,-,0,,,-,,-,NEW MEXICO,,20212954,POINT (-106.108388 34.421369)
